created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2022-09-28 00:00:00 UTC,0.01,0.08,0.12,32056.00,-71.39,69.32,30.37,0.08,
2022-09-29 00:00:00 UTC,0.00,0.01,0.02,33496.87,-71.37,65.98,34.68,0.01,
2022-09-30 00:00:00 UTC,0.00,0.02,0.04,34935.27,-71.21,68.63,34.91,0.02,
2022-10-01 00:00:00 UTC,1.42,3.03,3.30,36376.01,-72.33,70.62,34.21,3.03,
2022-10-02 00:00:00 UTC,1.86,4.06,4.38,37815.00,-72.31,72.64,32.45,4.06,
2022-10-03 00:00:00 UTC,0.20,1.18,1.38,39255.69,-73.08,73.97,32.45,1.18,
2022-10-04 00:00:00 UTC,0.85,2.48,2.75,40694.70,-72.16,75.39,33.73,2.32,
2022-10-05 00:00:00 UTC,0.85,2.03,2.23,42135.21,-71.87,76.26,30.52,2.03,
2022-10-06 00:00:00 UTC,2.24,4.40,4.63,43575.95,-72.32,74.97,38.43,4.40,
2022-10-07 00:00:00 UTC,6.55,10.72,11.27,45015.56,-71.34,60.72,40.63,10.60,
2022-10-08 00:00:00 UTC,0.08,0.52,0.69,46456.00,-71.34,57.09,39.12,0.52,
2022-10-09 00:00:00 UTC,1.06,2.30,2.62,47894.41,-70.41,66.05,32.90,2.30,
2022-10-10 00:00:00 UTC,6.82,12.94,13.52,49334.00,-70.16,71.86,43.57,12.94,
2022-10-11 00:00:00 UTC,12.37,19.12,19.67,50774.71,-74.04,74.75,50.54,19.12,
2022-10-12 00:00:00 UTC,1.66,3.30,3.45,52215.11,-73.19,71.28,44.25,3.30,
2022-10-13 00:00:00 UTC,0.00,0.04,0.07,53655.00,-73.02,60.50,29.38,0.04,
2022-10-14 00:00:00 UTC,0.00,0.07,0.10,55095.84,-72.69,61.56,25.72,0.07,
2022-10-15 00:00:00 UTC,0.15,0.58,0.81,56535.67,-72.81,61.75,33.12,0.58,
2022-10-16 00:00:00 UTC,2.27,5.28,5.76,57976.00,-73.19,63.17,35.72,5.28,
2022-10-17 00:00:00 UTC,0.85,1.81,1.94,59416.74,-71.94,49.19,33.11,1.81,
2022-10-18 00:00:00 UTC,0.00,8.356545961002786e-05,0.00,60856.78,-72.16,41.07,29.46,8.356545961002786e-05,
2022-10-19 00:00:00 UTC,0.05,0.31,0.46,62295.58,-70.03,45.20,27.06,0.31,
2022-10-20 00:00:00 UTC,2.20,4.51,5.14,63733.22,-71.21,60.42,25.66,3.86,
2022-10-21 00:00:00 UTC,2.47,4.69,5.20,65174.92,-71.90,71.49,26.72,4.68,
2022-10-22 00:00:00 UTC,0.99,2.86,3.12,66615.94,-72.11,76.49,31.13,2.64,
2022-10-23 00:00:00 UTC,0.76,2.14,2.35,68054.13,-73.27,78.34,41.19,2.14
